LIST    
TRIGGER 10  
DEBUG 0 0 1 
  0.6187  0.0742  1.174214  
 -0.8991 -0.2385  2.061113  
  0.1634  0.0235  0.123313  
  0.5521  0.0649  1.865013  
  0.3679  0.0495  1.376313  
 -0.2499  0.0605  0.099514  
  0.4982  0.1763  1.076413  
 -0.6505  0.0696  0.908413  
  0.1493  0.0214  0.0950 9  
 -0.1819  0.0840  0.2913 9  
 -0.2267  0.0371  0.4449 9  
  0.0622 -0.0052  0.1712 7  
   16   
  0.3777  0.0969  0.704914  
  0.3656  0.0113  0.159014  
  0.5284  0.1682  2.050313  
 -0.3962 -0.0840  1.673114  
  0.8503 -0.3569  0.585614  
 -0.7069  0.1247  0.933914  
 -0.4048  0.0466  0.044114  
  0.2360 -0.0488  0.192714  
  0.4363  0.0255  0.923314  
  0.2553  0.0150  0.0802 9  
 -0.1125  0.0345  0.0595 9  
  0.1065 -0.0448  0.2581 9  
 -0.1698  0.0346  0.1060 7  
  0.1590  0.0734  0.2309 9  
 -0.0881  0.0035  0.2172 7  
 -0.0571 -0.0247  0.1484 8  
    6   
  0.3768  0.1420  1.457413  
  0.9315 -0.2675  0.738513  
  0.1855 -0.0376  1.027914  
 -0.8063 -0.2025  2.877813  
 -0.3828  0.1546  0.811914  
 -0.2602  0.0408  0.0242 7  
   17   
  0.5934 -0.0448  2.664613  
 -0.6900 -0.3083  1.402714  
 -0.4611 -0.1334  0.756214  
  0.5026  0.2021  2.064713  
  0.9111  0.1802  2.731814  
 -0.2997 -0.0253  0.292514  
 -0.5986 -0.1812  1.638213  
 -0.7189  0.3082  0.399814  
  0.3014  0.0762  0.525814  
 -0.2550 -0.0207  0.497314  
 -0.5391 -0.0339  1.532213  
 -0.2994  0.0106  0.2318 9  
  0.2646  0.0708  0.1947 8  
 -0.5612  0.0663  0.5562 9  
 -0.1399 -0.0442  0.0183 7  
 -0.2895 -0.1184  0.6733 9  
 -0.2086  0.0229  1.0552 7  
   25   
  0.5503 -0.0004  0.542114  
 -0.4916  0.1763  1.011014  
 -1.0104 -0.2070  4.939613  
  0.2408  0.0003  0.431114  
 -0.4059  0.0636  0.716514  
 -0.2299 -0.0636  0.185314  
  0.6302  0.1247  1.437814  
  0.8283 -0.3119  1.029714  
  0.3940 -0.1609  1.354414  
 -0.3591 -0.0865  0.575614  
  0.7350 -0.3405  0.560714  
  0.2570  0.1128  0.873914  
  0.1279 -0.0300  0.0839 7  
 -0.1380  0.0096  0.2073 7  
  0.0729  0.0045  0.2456 9  
 -0.0914  0.0228  0.1171 8  
  0.3576 -0.1597  0.4754 9  
  0.0633  0.0174  0.0642 8  
 -0.1155 -0.0399  0.0928 7  
  0.0840  0.0207  0.0887 7  
  0.0938 -0.0166  0.2079 9  
  0.0834 -0.0281  0.3157 8  
 -0.2268  0.0269  0.6298 9  
 -0.1362  0.0041  0.6725 8  
 -0.1076 -0.0055  0.5167 9  
   12   
  0.5165  0.1491  0.997214  
 -0.6410 -0.1728  1.794613  
 -0.5795  0.0324  3.019213  
  0.5396 -0.2342  1.599714  
 -0.3319 -0.0277  0.208314  
 -0.5484  0.2240  2.048113  
  0.1374  0.0451  0.150413  
  0.4667  0.1664  0.348314  
 -0.6940 -0.2128  0.544113  
  0.5037  0.1125  1.562513  
 -0.3764 -0.1471  1.042314  
  0.1449 -0.0570  0.3702 7  
   10   
  0.4108 -0.1727  1.891313  
 -0.8883 -0.2218  1.346013  
  0.2819 -0.1042  0.291214  
 -0.4141  0.1658  2.194614  
  0.6120  0.1916  2.193814  
  0.5931 -0.0388  0.746814  
  0.2839 -0.0069  0.6193 7  
 -0.1825 -0.0093  0.5125 9  
  0.2242 -0.0420  0.0906 8  
 -0.2360  0.0402  0.5901 8  
    9   
  0.3556 -0.0668  1.212814  
  0.1765 -0.0462  0.661613  
  0.8018  0.0372  1.782713  
 -0.1128  0.0163  0.043813  
 -0.5857  0.0358  1.126214  
 -0.6624  0.0421  0.619713  
  0.1793  0.0824  0.1925 7  
  0.2034 -0.0151  0.7528 7  
  0.2128  0.0279  0.7576 8  
   19   
  0.8022 -0.0277  1.777013  
  0.7700 -0.1556  0.887113  
  0.5238  0.0269  1.839614  
 -0.9087 -0.3917  1.731013  
  0.4109  0.1517  0.490313  
  0.3503 -0.1505  0.628114  
  0.7672 -0.2044  0.352513  
  1.0976 -0.1986  2.303814  
 -0.7941  0.2838  0.779514  
  0.4374 -0.1277  1.206113  
  0.5604  0.0978  1.487013  
 -0.3729  0.0633  0.420414  
 -0.2241 -0.0154  0.3035 9  
 -0.3371  0.0845  0.3060 7  
 -0.4892  0.1541  0.5352 7  
  0.1253  0.0285  0.1121 7  
  0.2625  0.0425  0.1799 7  
 -0.0583  0.0250  0.0780 7  
 -0.1180 -0.0064  0.5059 9  
   11   
  0.3166  0.0942  1.746313  
  0.9170  0.0608  3.714014  
  1.0541 -0.2027  2.527214  
  0.2923  0.1001  0.015913  
 -0.8156  0.0091  0.378414  
 -0.5877 -0.1940  1.501813  
  0.5745  0.2637  1.392914  
 -0.4676  0.0773  0.3284 7  
 -0.1115  0.0092  0.0998 9  
  0.2748 -0.1047  0.7491 9  
  0.1934 -0.0696  0.3423 7  
   17   
 -0.3918 -0.1145  1.688314  
 -0.5542  0.0786  2.459613  
  0.5061  0.0733  2.329313  
  0.8748 -0.2398  0.447413  
  0.2402  0.0360  0.696713  
 -0.4699  0.0545  1.625213  
 -0.5478  0.1371  0.318213  
  0.3138  0.0988  0.052514  
  0.1279  0.0110  0.361113  
  0.9134 -0.3806  0.907713  
 -0.9916  0.3867  1.027414  
 -0.1846  0.0156  0.062314  
  0.3967  0.0452  0.433613  
 -0.1218  0.0133  0.3605 7  
  0.1523 -0.0185  0.0221 7  
  0.2026  0.0390  0.2231 7  
 -0.1120 -0.0232  0.1583 9  
   16   
  0.2941  0.0064  0.654114  
  0.6032  0.2140  2.186813  
 -0.6164 -0.1572  2.432913  
 -0.7066  0.3058  1.394113  
  0.2141  0.0479  0.069214  
 -0.8236  0.2025  3.439613  
  0.1171 -0.0469  0.648214  
  0.3185 -0.1284  1.322813  
  0.9655 -0.4467  1.159813  
  0.1769  0.0353  0.083113  
 -0.6358  0.2496  0.314614  
  0.5257  0.0372  0.489214  
  0.6304  0.1520  0.358513  
 -0.1993 -0.0332  0.0449 7  
 -0.0693  0.0182  0.0280 7  
  0.1665  0.0183  0.6006 9  
   23   
  0.3672 -0.0688  0.860513  
  0.4509  0.1588  0.455114  
  0.7987  0.0544  1.160913  
 -0.4047 -0.0550  0.534513  
  0.9616  0.3421  0.922413  
 -0.2320  0.0746  1.353014  
 -0.7945  0.1520  3.098113  
  0.5059 -0.0804  1.754913  
  1.0751  0.0076  4.322313  
  0.4153 -0.1037  2.193413  
  1.1353 -0.1135  2.515914  
  0.3372  0.0318  0.219513  
 -0.2370  0.0250  0.280313  
  0.4354 -0.1907  0.781113  
 -0.6327 -0.1398  0.810113  
 -0.4159  0.1792  0.348513  
  0.6608  0.2658  0.3181 7  
 -0.3108 -0.1423  0.2002 8  
  0.1438 -0.0294  0.0403 8  
 -0.2712 -0.0847  0.2781 9  
  0.3295  0.0940  0.4079 7  
  0.2638 -0.0434  0.6674 9  
 -0.1195 -0.0030  0.4456 7  
   16   
 -0.3589  0.0753  1.563913  
 -1.2908 -0.0436  2.971814  
 -0.3082 -0.0678  0.349114  
 -0.3756  0.0188  0.377214  
 -0.0885 -0.0182  0.223214  
  1.0125 -0.2764  0.370614  
  0.4445 -0.0352  0.259313  
  0.6827  0.1809  0.363714  
  0.5520  0.0923  0.868914  
  0.9840 -0.0226  4.037713  
  0.5494  0.0627  2.412513  
 -0.0880 -0.0010  0.1114 7  
 -0.5525  0.0156  0.6003 7  
 -0.1364 -0.0566  0.0501 8  
  0.3702 -0.0977  0.5389 8  
  0.2821 -0.1303  0.9371 8  
    9   
  0.7944  0.2080  2.032014  
  0.5336  0.1070  2.232714  
  0.6262 -0.0727  1.285413  
 -0.4359  0.0632  1.209513  
  0.1303  0.0314  0.021414  
 -0.3856  0.0208  0.491513  
  0.1664  0.0712  0.1325 8  
 -0.1418 -0.0152  0.5020 7  
 -0.1702  0.0348  0.6018 7  
   16   
  0.2359 -0.0942  0.491013  
 -0.4333 -0.0113  1.996113  
 -1.0294 -0.0726  1.581313  
 -0.5323 -0.1391  0.505913  
 -0.3359  0.0196  0.514913  
  0.5095  0.0577  1.541413  
  0.4630 -0.0702  0.031314  
  1.1062  0.1174  1.708914  
 -0.2349  0.0126  0.443714  
  0.7927 -0.0795  0.077914  
  0.3066  0.0526  0.935713  
 -0.4833  0.0990  0.687413  
  0.4057  0.1685  0.8698 7  
  0.3376 -0.1037  0.0149 8  
  0.1365  0.0068  0.1471 8  
  0.1090 -0.0153  0.0424 7  
   18   
  0.5641  0.0487  1.366013  
  0.3636 -0.0773  1.188313  
 -0.4057  0.1544  0.455013  
 -0.2229  0.0629  0.333214  
 -0.6420  0.2783  2.024014  
  0.2545  0.0996  1.036113  
 -0.2055  0.0329  0.247514  
 -0.3809  0.1613  0.301314  
  0.4529  0.1913  2.327213  
 -0.3509 -0.0870  0.5041 9  
  0.1250 -0.0247  0.2957 8  
 -0.1841  0.0117  0.1140 8  
 -0.0576 -0.0063  0.2164 8  
 -0.2648 -0.0067  0.1469 8  
 -0.2055  0.0248  0.2113 9  
  0.1873 -0.0823  0.9246 8  
  0.2652  0.0696  0.9961 8  
 -0.1049  0.0116  0.3047 9  
   0    
    
    
    
    
    
    
